avg_salary,Rating,Size,Industry,Sector,Revenue,Type of ownership,job_state,hourly,python_yn,R_yn,spark,aws,excel,company_age,job_title_group,job_seniority,sql_yn,tableau_yn
13.5,2.7,5001 to 10000 employees,Financial Transaction Processing,Finance,$2 to $5 billion (USD),Company - Public,TN,1,0,0,0,0,1,20.0,data_analyst,senior,0,1
194.5,3.3,10000+ employees,Insurance Carriers,Insurance,$10+ billion (USD),Company - Private,IL,0,1,0,0,0,0,108.0,leadership,director,0,0
71.5,3.9,1001 to 5000 employees,Research & Development,Business Services,$500 million to $1 billion (USD),Nonprofit Organization,TX,0,1,0,0,1,1,73.0,data_engineer,senior,1,0
105.5,3.7,501 to 1000 employees,Colleges & Universities,Education,Unknown,College / University,TX,0,1,0,0,1,0,25.0,data_scientist,mid,0,0
74.0,3.1,5001 to 10000 employees,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Company - Private,NC,0,0,0,0,0,1,145.0,data_scientist,senior,0,0
62.5,3.7,10000+ employees,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Company - Public,AL,0,0,0,0,0,1,98.0,data_engineer,mid,0,0
65.5,4.3,1001 to 5000 employees,Research & Development,Business Services,$500 million to $1 billion (USD),Nonprofit Organization,NC,0,0,0,0,0,0,62.0,data_scientist,senior,0,0
161.5,3.6,1001 to 5000 employees,Advertising & Marketing,Business Services,Unknown,Company - Private,NJ,0,1,0,0,1,1,31.0,leadership,director,1,1
72.5,2.1,1001 to 5000 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),Other Organization,PA,0,0,0,0,0,1,17.0,data_analyst,senior,1,1
139.0,3.9,51 to 200 employees,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),Company - Public,CA,0,1,0,0,1,1,12.0,data_engineer,senior,0,0
136.5,3.9,201 to 500 employees,Internet,Information Technology,$10 to $25 million (USD),Company - Private,CA,0,0,0,0,0,0,13.0,data_engineer,senior,1,0
74.5,3.8,1001 to 5000 employees,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),Company - Private,NY,0,1,0,1,0,0,18.0,machine_learning,entry,0,0
80.5,3.1,5001 to 10000 employees,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Company - Private,NC,0,0,0,0,0,1,145.0,data_scientist,senior,0,0
101.0,5.0,51 to 200 employees,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),Company - Private,VA,0,1,0,0,0,0,6.0,data_scientist,mid,1,0
116.5,3.6,10000+ employees,Investment Banking & Asset Management,Finance,$10+ billion (USD),Company - Public,NJ,0,0,0,0,0,1,208.0,data_scientist,mid,1,0
232.5,4.7,501 to 1000 employees,Computer Hardware & Software,Information Technology,Unknown,Subsidiary or Business Segment,CA,0,1,0,0,0,0,21.0,machine_learning,principal,1,0
120.5,3.5,51 to 200 employees,Enterprise Software & Network Solutions,Information Technology,Unknown,Company - Private,CA,0,1,0,0,0,0,4.0,data_scientist,mid,1,0
153.0,2.7,10000+ employees,IT Services,Information Technology,Unknown,Company - Public,CA,0,1,0,1,1,0,13.0,data_scientist,mid,1,0
127.0,3.4,501 to 1000 employees,Internet,Information Technology,Unknown,Company - Private,CA,0,1,0,1,0,0,12.0,data_scientist,mid,1,0
85.5,4.7,51 to 200 employees,Computer Hardware & Software,Information Technology,Unknown,Company - Private,CA,0,1,0,1,0,1,10.0,data_scientist,mid,0,0
76.5,2.8,1001 to 5000 employees,Wholesale,Business Services,$1 to $2 billion (USD),Company - Public,NY,0,1,0,0,0,1,44.0,data_scientist,mid,1,1
128.0,3.5,1001 to 5000 employees,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),Subsidiary or Business Segment,NY,0,1,0,1,0,0,28.0,data_scientist,mid,1,1
91.5,3.2,1 to 50 employees,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Company - Private,PA,0,1,0,1,1,1,25.0,data_engineer,mid,1,0
177.0,3.7,1001 to 5000 employees,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),Subsidiary or Business Segment,CA,0,1,0,1,1,0,32.0,data_engineer,mid,0,0
107.0,4.7,201 to 500 employees,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),Company - Private,VA,0,1,0,1,0,1,10.0,data_scientist,mid,1,0
154.5,4.1,501 to 1000 employees,Enterprise Software & Network Solutions,Information Technology,Unknown,Company - Private,CA,0,1,0,1,0,1,8.0,data_scientist,mid,0,0
113.5,4.0,1 to 50 employees,Accounting,Accounting & Legal,Less than $1 million (USD),Company - Private,CA,0,1,0,1,0,0,25.0,data_scientist,mid,1,0
143.5,2.5,1 to 50 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,Company - Private,CA,0,1,0,0,0,1,25.0,data_scientist,mid,1,0
113.5,3.9,1 to 50 employees,IT Services,Information Technology,Less than $1 million (USD),Company - Private,CA,0,1,0,0,0,0,25.0,data_scientist,mid,1,0
101.5,3.4,10000+ employees,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Company - Public,VA,0,1,0,0,1,0,51.0,data_scientist,mid,0,0
73.0,3.6,10000+ employees,Health Care Products Manufacturing,Manufacturing,$2 to $5 billion (USD),Subsidiary or Business Segment,NY,0,0,0,0,1,1,85.0,data_analyst,mid,1,1
80.5,3.5,10000+ employees,Consulting,Business Services,$2 to $5 billion (USD),Company - Public,NY,0,1,0,0,1,0,4.0,data_scientist,mid,1,0
110.5,3.75,Unknown,Unknown,Unknown,Unknown,Company - Private,NY,0,1,0,0,0,0,25.0,data_scientist,mid,1,0
139.5,3.5,51 to 200 employees,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),Company - Private,CA,0,1,0,0,0,0,25.0,data_scientist,mid,1,0
145.5,4.8,1 to 50 employees,IT Services,Information Technology,Unknown,Company - Private,NY,0,1,0,0,0,1,9.0,data_scientist,mid,1,1
87.0,4.0,201 to 500 employees,Lending,Finance,$100 to $500 million (USD),Company - Private,NY,0,0,0,0,0,1,13.0,data_scientist,mid,0,0
100.5,4.2,201 to 500 employees,Banks & Credit Unions,Finance,$50 to $100 million (USD),Company - Private,MA,0,0,0,0,0,1,135.0,data_scientist,mid,1,0
147.0,3.8,10000+ employees,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),Company - Public,NY,0,1,0,1,0,1,53.0,leadership,mid,1,0
110.5,3.7,201 to 500 employees,Insurance Carriers,Insurance,$100 to $500 million (USD),Company - Private,NY,0,1,0,0,0,1,106.0,data_engineer,mid,1,0
94.0,4.6,51 to 200 employees,Consulting,Business Services,$5 to $10 million (USD),Company - Private,MA,0,1,0,1,1,0,25.0,data_scientist,mid,1,1
123.5,4.3,1001 to 5000 employees,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),Company - Public,NY,0,1,0,0,1,0,21.0,data_scientist,senior,1,0
73.0,4.0,10000+ employees,Computer Hardware & Software,Information Technology,Unknown,Company - Public,OR,0,0,0,0,0,0,81.0,data_engineer,mid,0,0
165.0,3.9,201 to 500 employees,Enterprise Software & Network Solutions,Information Technology,Unknown,Company - Private,NY,0,1,0,0,0,0,6.0,data_scientist,senior,0,0
59.5,3.1,1001 to 5000 employees,K-12 Education,Education,$100 to $500 million (USD),School / School District,NY,0,1,0,0,0,1,14.0,data_analyst,mid,1,0
66.0,3.6,1 to 50 employees,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),Company - Private,NY,0,0,0,0,0,1,40.0,data_analyst,mid,0,0
75.5,4.2,51 to 200 employees,Education Training Services,Education,Unknown,Company - Private,NY,0,1,0,0,1,0,8.0,data_scientist,mid,1,1
87.0,4.0,501 to 1000 employees,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),Company - Public,VA,0,1,0,0,0,0,66.0,machine_learning,mid,0,0
140.0,3.9,10000+ employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Company - Public,MD,0,1,0,0,0,1,107.0,data_scientist,senior,0,0
86.0,3.7,201 to 500 employees,IT Services,Information Technology,$25 to $50 million (USD),Company - Private,MD,0,1,0,0,0,1,14.0,data_scientist,mid,0,0
116.5,4.4,1 to 50 employees,Internet,Information Technology,Unknown,Company - Private,CA,0,1,0,0,0,0,8.0,data_scientist,senior,1,0
80.0,3.4,501 to 1000 employees,IT Services,Information Technology,$1 to $2 billion (USD),Company - Private,TX,0,1,0,1,0,1,18.0,data_engineer,mid,0,0
173.0,3.7,10000+ employees,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Company - Public,CA,0,1,0,0,0,0,81.0,data_scientist,principal,0,0
68.5,3.5,501 to 1000 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,Company - Private,AZ,0,1,0,1,0,0,23.0,data_engineer,mid,0,0
172.0,4.4,1001 to 5000 employees,Investment Banking & Asset Management,Finance,Unknown,Company - Private,NY,0,0,0,0,0,0,19.0,data_scientist,mid,0,0
95.0,3.9,10000+ employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Company - Public,MD,0,0,0,0,0,0,107.0,data_scientist,principal,0,0
69.5,3.2,5001 to 10000 employees,Federal Agencies,Government,$1 to $2 billion (USD),Nonprofit Organization,MA,0,1,0,0,0,1,62.0,data_engineer,mid,1,1
97.5,4.0,501 to 1000 employees,Consumer Product Rental,Consumer Services,Unknown,Company - Private,NY,0,1,0,0,0,1,13.0,data_scientist,mid,1,0
95.0,3.4,201 to 500 employees,Health Care Services & Hospitals,Health Care,Unknown,Company - Private,NY,0,1,0,1,1,0,9.0,data_scientist,mid,1,1
194.0,3.2,501 to 1000 employees,Enterprise Software & Network Solutions,Information Technology,Unknown,Subsidiary or Business Segment,CA,0,0,0,0,1,1,14.0,data_scientist,principal,0,0
104.5,3.5,201 to 500 employees,Advertising & Marketing,Business Services,Unknown,Company - Public,NY,0,1,0,1,1,1,15.0,data_scientist,mid,1,0
85.5,4.2,201 to 500 employees,IT Services,Information Technology,Unknown,Company - Private,NC,0,1,0,0,0,1,12.0,data_engineer,mid,1,0
50.0,4.2,10000+ employees,Religious Organizations,Non-Profit,Unknown,Nonprofit Organization,UT,0,0,0,0,1,1,25.0,data_analyst,mid,1,0
113.0,3.1,1001 to 5000 employees,Video Games,Media,$10+ billion (USD),Company - Public,CA,0,1,0,1,1,1,23.0,data_engineer,mid,1,0
90.5,3.9,10000+ employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Company - Public,MA,0,0,0,0,1,0,190.0,data_scientist,mid,0,0
153.0,4.3,51 to 200 employees,Computer Hardware & Software,Information Technology,Unknown,Company - Private,CA,0,1,0,1,0,1,12.0,data_scientist,senior,0,0
123.5,3.3,1001 to 5000 employees,Consulting,Business Services,$2 to $5 billion (USD),Company - Public,CA,0,0,0,0,0,1,32.0,data_analyst,mid,1,1
47.0,3.9,201 to 500 employees,Internet,Information Technology,$10 to $25 million (USD),Company - Private,NY,0,0,0,1,0,0,10.0,data_analyst,lead,1,0
162.0,4.0,10000+ employees,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),Company - Public,CA,0,1,0,0,0,1,38.0,data_engineer,mid,1,1
133.5,3.5,5001 to 10000 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),Company - Public,CO,0,1,0,0,0,1,150.0,data_scientist,senior,0,0
109.0,3.2,1001 to 5000 employees,Health Care Services & Hospitals,Health Care,Unknown,Company - Private,TN,0,0,0,0,1,1,16.0,data_engineer,senior,0,0
125.0,3.2,1001 to 5000 employees,Computer Hardware & Software,Information Technology,Unknown,Company - Private,NY,0,1,0,0,1,1,45.0,machine_learning,mid,1,0
106.5,3.8,10000+ employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Company - Public,MA,0,1,0,0,0,0,24.0,other,senior,1,1
54.0,3.7,5001 to 10000 employees,Insurance Carriers,Insurance,$5 to $10 billion (USD),Company - Public,MA,0,0,0,0,0,0,168.0,data_analyst,entry,1,0
37.5,3.0,1001 to 5000 employees,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),Subsidiary or Business Segment,FL,0,0,0,0,0,1,43.0,data_analyst,mid,1,0
53.5,3.8,1001 to 5000 employees,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),Company - Private,NY,0,1,0,0,0,1,18.0,data_analyst,mid,1,0
168.0,4.7,501 to 1000 employees,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),Company - Private,CA,0,1,0,0,0,1,6.0,data_scientist,mid,1,1
138.5,3.9,51 to 200 employees,Computer Hardware & Software,Information Technology,Unknown,Company - Public,CA,0,1,0,0,0,0,12.0,data_analyst,senior,1,1
111.5,3.6,10000+ employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),Company - Public,PA,0,0,0,0,0,0,3.0,other,principal,0,0
68.5,3.6,5001 to 10000 employees,Insurance Carriers,Insurance,$10+ billion (USD),Company - Private,MA,0,0,0,0,0,1,169.0,leadership,mid,0,0
84.5,3.9,10000+ employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Company - Public,MA,0,0,0,0,1,0,190.0,data_scientist,senior,0,0
102.5,4.4,1001 to 5000 employees,Internet,Information Technology,$100 to $500 million (USD),Company - Public,TN,0,1,0,1,1,0,14.0,data_engineer,senior,1,0
93.5,3.6,501 to 1000 employees,Federal Agencies,Government,$50 to $100 million (USD),Nonprofit Organization,OH,0,1,0,0,0,0,53.0,research_scientist,mid,0,0
127.5,3.2,1 to 50 employees,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Company - Private,PA,0,0,0,0,0,1,25.0,leadership,mid,0,0
72.0,4.2,10000+ employees,Religious Organizations,Non-Profit,Unknown,Nonprofit Organization,UT,0,0,0,0,0,0,25.0,data_analyst,mid,1,1
47.0,3.1,1001 to 5000 employees,Consumer Products Manufacturing,Manufacturing,$500 million to $1 billion (USD),Company - Private,UT,0,1,0,0,0,1,43.0,data_analyst,mid,1,1
65.0,3.8,501 to 1000 employees,Consumer Product Rental,Consumer Services,Unknown,Subsidiary or Business Segment,AL,0,1,0,1,1,1,6.0,data_engineer,mid,1,0
94.0,4.0,501 to 1000 employees,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),Company - Private,VA,0,1,0,0,0,0,8.0,data_analyst,senior,1,0
97.0,4.0,501 to 1000 employees,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),Company - Private,VA,0,1,0,1,1,0,8.0,data_engineer,senior,1,0
91.5,3.6,5001 to 10000 employees,Insurance Carriers,Insurance,$10+ billion (USD),Company - Private,MA,0,0,0,1,1,1,169.0,other,mid,1,0
114.5,3.8,10000+ employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Company - Public,MA,0,0,0,0,0,0,24.0,data_scientist,mid,0,0
74.0,3.2,1 to 50 employees,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Company - Private,PA,0,1,0,0,1,0,25.0,leadership,mid,1,0
121.0,3.8,10000+ employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Company - Public,MA,0,0,0,0,0,0,24.0,data_scientist,senior,0,0
121.5,4.5,201 to 500 employees,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),Company - Private,CA,0,0,0,0,0,0,14.0,data_analyst,senior,1,1
117.5,3.75,Unknown,Unknown,Unknown,Unknown,Unknown,MA,0,0,0,0,0,1,25.0,data_scientist,mid,0,0
60.5,3.4,501 to 1000 employees,IT Services,Information Technology,$50 to $100 million (USD),Company - Private,AZ,0,1,0,1,1,0,18.0,data_engineer,mid,1,0
118.5,3.3,1001 to 5000 employees,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),Company - Private,VA,0,1,0,1,0,0,3.0,data_engineer,mid,1,0
58.5,3.8,1001 to 5000 employees,Insurance Carriers,Insurance,$2 to $5 billion (USD),Company - Private,IL,0,1,0,1,0,1,95.0,data_engineer,mid,1,0
63.5,3.9,201 to 500 employees,Internet,Information Technology,$10 to $25 million (USD),Company - Private,CA,0,1,0,1,0,0,13.0,leadership,mid,1,0
107.0,4.1,5001 to 10000 employees,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Company - Public,CA,0,1,0,0,0,1,39.0,data_engineer,mid,0,0
105.5,3.7,5001 to 10000 employees,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),Company - Public,VA,0,1,0,1,0,0,25.0,data_engineer,mid,1,0
83.0,2.8,501 to 1000 employees,Insurance Carriers,Insurance,$500 million to $1 billion (USD),Company - Private,CA,0,0,0,0,0,0,48.0,data_engineer,mid,1,1
87.5,3.0,501 to 1000 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,Company - Public,CA,0,0,0,0,0,1,26.0,research_scientist,entry,0,0
172.0,4.0,10000+ employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Company - Public,MA,0,0,0,0,1,0,171.0,leadership,director,0,0
100.0,3.0,501 to 1000 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,Company - Public,CA,0,0,0,0,0,1,26.0,data_scientist,senior,0,0
221.5,4.2,501 to 1000 employees,Health Care Services & Hospitals,Health Care,Unknown,Company - Private,CA,0,1,0,0,0,1,9.0,leadership,mid,1,0
95.5,3.5,201 to 500 employees,Consulting,Business Services,$50 to $100 million (USD),Company - Private,IL,0,1,0,0,0,0,25.0,data_engineer,mid,1,0
173.0,3.3,1001 to 5000 employees,Brokerage Services,Finance,$1 to $2 billion (USD),Company - Private,NJ,0,1,0,0,0,1,47.0,data_analyst,senior,1,0
147.5,3.9,10000+ employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Company - Public,MD,0,1,0,0,0,1,107.0,data_scientist,principal,0,0
81.0,3.7,10000+ employees,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),Nonprofit Organization,VA,0,0,0,0,0,1,121.0,data_engineer,mid,0,0
83.0,3.2,201 to 500 employees,Internet,Information Technology,Unknown,Company - Private,NY,0,1,0,1,0,1,12.0,data_analyst,senior,1,0
121.0,4.6,51 to 200 employees,Research & Development,Business Services,$5 to $10 million (USD),Subsidiary or Business Segment,MA,0,0,0,0,1,1,29.0,research_scientist,senior,0,0
85.5,2.2,501 to 1000 employees,Beauty & Personal Accessories Stores,Retail,Unknown,Company - Private,CA,0,0,0,0,0,1,18.0,data_analyst,mid,0,0
167.5,4.6,51 to 200 employees,Research & Development,Business Services,$5 to $10 million (USD),Subsidiary or Business Segment,MA,0,0,0,0,0,0,29.0,research_scientist,principal,0,0
107.5,2.6,501 to 1000 employees,Colleges & Universities,Education,Unknown,College / University,PA,0,1,0,0,0,0,36.0,machine_learning,mid,0,0
44.5,3.4,501 to 1000 employees,Social Assistance,Non-Profit,$25 to $50 million (USD),Nonprofit Organization,WA,0,0,0,0,1,1,41.0,data_analyst,mid,1,0
107.5,3.3,1001 to 5000 employees,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Company - Private,MD,0,0,0,0,0,0,131.0,data_analyst,senior,1,0
132.5,3.75,Unknown,Unknown,Unknown,Unknown,Company - Private,MA,0,0,0,0,0,0,25.0,research_scientist,principal,0,0
69.5,3.7,201 to 500 employees,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Company - Private,PA,0,0,0,0,0,1,26.0,data_analyst,senior,1,1
98.5,3.5,10000+ employees,Computer Hardware & Software,Information Technology,$10+ billion (USD),Company - Public,CA,0,1,0,1,1,0,50.0,data_engineer,senior,1,0
80.5,2.7,201 to 500 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),Company - Private,MD,0,0,0,0,0,1,59.0,data_scientist,mid,0,0
37.0,3.8,51 to 200 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),Company - Private,MA,1,0,0,0,0,1,12.0,data_scientist,mid,0,0
99.0,3.7,10000+ employees,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Company - Public,MD,0,1,0,0,0,0,98.0,data_engineer,mid,1,0
96.5,3.8,501 to 1000 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),Company - Public,MA,0,0,0,0,0,1,12.0,leadership,mid,0,0
53.0,3.3,10000+ employees,Insurance Carriers,Insurance,$10+ billion (USD),Company - Private,MA,0,0,0,0,0,0,108.0,leadership,director,0,0
103.0,2.7,1 to 50 employees,Enterprise Software & Network Solutions,Information Technology,Unknown,Company - Private,CA,0,0,0,1,1,0,9.0,data_engineer,senior,0,0
92.0,3.9,10000+ employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Company - Public,MD,0,0,0,0,0,0,107.0,data_scientist,mid,0,0
114.0,3.6,1001 to 5000 employees,Advertising & Marketing,Business Services,Unknown,Company - Private,NJ,0,1,0,0,1,1,31.0,data_scientist,mid,1,1
96.0,3.5,1 to 50 employees,K-12 Education,Education,$5 to $10 million (USD),School / School District,MO,0,0,0,0,0,1,25.0,data_scientist,mid,1,0
96.5,3.4,51 to 200 employees,Consulting,Business Services,$10 to $25 million (USD),Company - Private,DC,0,1,0,0,0,0,23.0,data_scientist,mid,0,0
69.5,4.3,201 to 500 employees,IT Services,Information Technology,$50 to $100 million (USD),Company - Private,AZ,0,1,0,0,0,1,51.0,data_scientist,mid,1,0
121.0,2.6,10000+ employees,Colleges & Universities,Education,Unknown,Company - Private,CA,0,1,0,0,0,0,23.0,data_scientist,mid,1,1
103.0,3.8,201 to 500 employees,Consumer Products Manufacturing,Manufacturing,$25 to $50 million (USD),Subsidiary or Business Segment,CA,0,1,0,0,1,0,15.0,data_scientist,mid,1,1
106.5,3.2,5001 to 10000 employees,Federal Agencies,Government,$1 to $2 billion (USD),Nonprofit Organization,VA,0,1,0,1,0,1,62.0,data_scientist,entry,1,1
130.0,5.0,51 to 200 employees,Computer Hardware & Software,Information Technology,Unknown,Company - Private,MI,0,0,0,0,0,1,9.0,data_scientist,senior,0,0
86.5,4.3,1001 to 5000 employees,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),Company - Public,NY,0,0,0,0,1,1,21.0,other,mid,1,0
89.0,3.4,51 to 200 employees,IT Services,Information Technology,$5 to $10 million (USD),Company - Private,WA,0,0,0,0,0,0,25.0,data_scientist,mid,0,0
92.0,4.0,501 to 1000 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,Company - Private,CA,0,0,0,0,1,1,14.0,data_scientist,senior,0,0
111.0,4.1,1 to 50 employees,K-12 Education,Education,Unknown,Company - Private,CA,0,1,0,0,1,1,13.0,machine_learning,mid,0,0
87.5,3.9,201 to 500 employees,Internet,Information Technology,$100 to $500 million (USD),Company - Private,CA,0,1,0,0,1,1,9.0,data_engineer,mid,1,0
